ID	Tags	Text
FOhrjOD4riVzHnp1bpZSkA	Phoenix_AZ AZ Chinese Restaurants 5_star	China Chili is my favorite Chinese Restaurant in Phoenix. They prepare their food the way you would at home without the typical mystery meat. The menu is full of lot's of choices. One of my favorites is the Honey Walnut Prawns. The Pillow Tofu is good even if you don't like Tofu. One of the Vegetable dishes (sides) that they are known for is their Spicy Garlic Eggplant. The servings are large though, so consider sharing and getting a couple of items. The Chicken Salad is a great summer lunch dish. It is great to go. The managers are some of the nicest people you will meet.
_0VR3Mxkj_VQ_MlclW_Xqg	Phoenix_AZ AZ Chinese Restaurants 5_star	If you like Chinese Buffets, then this place is not for you. China Chili is probably the most authentic Chinese food I've had in AZ. Makes me feel like I'm in New York, or better yet, CHINA! I have a theory when it comes to Chinese food - if there are lots of Asian people there, its prbably good, because for them its food. Order the orange chicken, salty squid, eggplant in garlic sauce or the mayonaise shrimp and walnuts. All are out of this world! I even had my wedding rehearsal dinner, that's how much me and the family love this place! The staff are attentive, courteous and happy to answer any questions you have. It doesn't get much better than this!
tKIbThcwbb_7uMgkSMlFGQ	Phoenix_AZ AZ Chinese Restaurants 5_star	There is no way I could say a single bad thing about this place. Every time I have been here, it is the exact same thing. The service is quick and attentive, the food is fantastic and brought out freakishly fast, and the meal is always fairly cheap. Funny thing is, I used to be afraid of this place because of the name. The husband always wanted to try it, but I said it sounded creepy. As a side note, I am not a fan of spicy foods. I have since come to realize I really like Asian spicy, I do not like Mexican spicy. So I'm a food racist. Our first time here we ordered the orange chicken and the lemon chicken. The orange chicken was nice and crispy, with the chicken being super juicy. The orange sauce was amazing. It was subtly spicy at first, and then the heat just built up from there. We still order this every time. The lemon chicken is nice. A light sauce that doesn't overpower the chicken. Another good bet. Since then we have tried many other dishes, the Almond Cashew Chicken, Sweet and Sour Chicken, Moo Shu Pork, and the Honey Walnut Prawns. Holy Crap! You have never tasted how good prawns can be until you eat the Honey Walnut Prawns. The lovely little crustaceans are served on a bed of shredded cabbage. They are smothered in a sweet and tangy mayo sauce (I know it sounds kind of gross, but trust me and try it). Then sprinkled all over the top are this wickedly good honey glazed walnuts. What an amazing dish. China Chili, I learned my lesson... Never judge a restaurant by it's name.
9TfIHAqQ_Sr7ytPPmphdYw	Phoenix_AZ AZ Chinese Restaurants 5_star	Chinese food is one of those things for me... once I find a place I love, I stick with it! That was the story for my last Chinese Restaurant until they abruptly closed one day without notice...yes I am bitter. The restaurant I am referring to was a little place called "Silver Dragon" south of Dunlap on 19th Ave. It was the Cheers of Chinese... I walked in and everybody knew me, and immediatley started to make my meal (they would double or triple it, if I had company). My favorite dish, was called Singapore Rice Noodle.... obviously a rice noodle dish that included stir fried spare ribs, chicken, shrimp, green and yellow onions tossed with a non-spicy curry sauce. When they closed, I was in a state of depression for nearly two years!! Until last night, when I happened upon China Chili, not my first visit, but my first SIT DOWN experience with the restuarant. I do what I have done at every chinese restaurant since Silver Dragon... I opened the menu and went directly to the noodle dishes to see if they offered "Singapore Rice Noodle". Much to the delight of my stomach, they did and it was EXACTLY the same as I remember it at Silver Dragon. I am already conspiring to have it again today for lunch!!!! Oh... they have the fastest service here too, not more than five minutes after we ordered appetizers were already coming out!
ZMtPwgJ3pUXfKaShHB06Nw	Phoenix_AZ AZ Chinese Restaurants 5_star	My girlfriend first took me to China Chili a few years ago--she had gone to an arts school in Phoenix from Mesa and it was a staple for her--she craved China Chili. It only took me one visit to this restaurant to know that this is the real thing--the food was amazing, the waitress close-lipped, the prices perfect. The thing about China Chili is that it's pretty legit--if you order something bland you'll get a bland dish, if you order something boring you get that same turn of hand. The key to China Chili is taking the exotic route, ordering that item you wouldn't normally order, shooting at a risk. You'll be well-rewarded. Oh, and if you're really feeling frisky, you can ask for their Chinese menu, which features some of the more unusual items, fish bellies and the like. Still, I have a feeling you'll be delighted. Go for the gold at China Chili.
f8iA6n6bFDDfc30P9TupAQ	Phoenix_AZ AZ Chinese Restaurants 5_star	Yes Go to China Chili! I was tipped off by a friend to this place...a little bit out of my "hood" but what the hey. For starters they are good about QUALITY, Yeah I said it QUALITY. We could make wonton soup and let it get mushy and bland. China Chili's is very fresh tasting...lots of mildly crunchy cabbage...YUM! My husbands new love affair with Singapore Noodles was once again renewed. He ate almost the entire (giant) portion. I was intrigued by Pillow Chicken (where do you find this at other places?...you don't!). Chicken and water chestnuts wrapped in a light almost rice dough...with black pepper sauce. All the right combinations working together to make a great dish! Will we go back..YES! Now we just have to drive a bit further to great Chinese cuisine.
xOqcOZ9QA27Ezvphr_10tQ	Phoenix_AZ AZ Chinese Restaurants 5_star	If you're looking for a more traditional Chinese experience for your pallet while in a traditional American setting with actual silverware look no further. Always yummy, it's one of my favorite Chinese places.
PohoqqoLXEo186Qro0vRNA	Phoenix_AZ AZ Chinese Restaurants 5_star	China Chili doesn't sound like much, and frankly it doesn't look like much either. But then when I opened the door from the 3rd Street side I was struck with the loud noise of a full house of hungry and happy eaters. So far I've only had the spicy Sichuan prawns, and it delivered. It was a hot, spicy and a wonderful blend of spices including garlic and chilies. Most of the items on the lunch menu were labeled 'spicy', and so hopefully the others are this good too. By the look of the other diners, the smiles seemed to indicate good stuff. The service was efficient and fast, too. Highly recommended.
Rv-jjUwI3sdPL0fq6diS-w	Phoenix_AZ AZ Chinese Restaurants 5_star	The lunchtime service here is so fast they either use cooking ninjas or a microwave. No human can cook this fast. Maybe the servers read your mind? Consistent, hot and cheap. A Phoenix staple... Probably why I see Jerry Colangelo here all the time.
g55ByJNEVuvR2TvrXldgYA	Phoenix_AZ AZ Chinese Restaurants 5_star	Always great. Always friendly. The four musts: honey walnut prawns, pillow tofu, orange chicken and hot and sour soup. Four of us last night got to have them all- best meal in Phoenix.
90saTUSdssj30-6GO7Oixw	Phoenix_AZ AZ Chinese Restaurants 5_star	So yummy & so fast! House special chicken & orange chicken are my favorites. Plus they use all white chicken breasts. I love that "spicy" dishes can be ordered a little more mild; satisfies the entire lunch group dining together.
0OpZ71ktE7CTSi7wgEXbNg	Phoenix_AZ AZ Chinese Restaurants 5_star	Best Chinese food in Phoenix. I've been going to China Chili since it's original location on Central and Osborn and followed it like many of its fans to its much larger location which accommodates all of its patrons. I don't usually bother writing reviews for places that have over 50 reviews but after reading some of the reviews, I want to set things straight. First of all, I've been to the Chinese Cultural Center and am not a fan whatsoever. China Chili blows the Cultural Center out of the water. The beauty of China Chili (and only you regulars know this), they will make everything made-to-order. In other words, if you want white meat only, with just light sauce and medium spice, they will do it just like that and deliver it steaming hot to your table within 5 minutes. The wait staff, if you get to know them, are extremely nice, kind and so sweet. They may not be too chatty but don't take it personal. So next time, if you want your Chinese food in a certain way, just ask. They will give you exactly what you want.
N3_7Jw8av3sPZ1LaniyfIg	Phoenix_AZ AZ Chinese Restaurants 5_star	awesome!!!
QGk1Nbb0Yvbggi8DKUDd3w	Phoenix_AZ AZ Chinese Restaurants 5_star	This place was delicious. It's what I think of when I remember the chinese food places my mom and dad used to talk us to growing up in the phoenix area. Recently it seems like most of the places are super run down, the service is mediocre, and the products used in the food are down right embarrassing, well China Chilli DELIVERS! Their food was great (Veggie Lo-Main, Spicy Garlic Prawns *i dont know if this is exact name*, and the Fried Tofu special with jalapenos which wasn't bad for somebody who doesnt like Tofu) and the service was above average. The tell tale sign of this place was two things before I ate the food, how clean it was inside (and kinda chinese cheesy) and the parking lot was full when I drove by and when I came back to eat in addition to that there was a constant flow of people ordering take out. If you are in the mood for chinese take-out or to pop in for a quick bite, I would definitely recommend this over any other place around Cen-Pho that I've come across.
QrnscrdxRmOTqHCGOVXgzA	Phoenix_AZ AZ Chinese Restaurants 5_star	Always good! ...Portions are big! ...Great spacious place, lots of tables. ...Always a reliable place for some good Chinese Food! ;P
xnF5IfjwAx8RB3-wYzqljw	Phoenix_AZ AZ Chinese Restaurants 5_star	I love this place! I've been here a few times now with co-workers, and everytime I come, I leave with leftovers and content with my experience. The service is great and fast (important for those on a time budget), the food is really good, I enjoy the Mongolian Beef and Kung Pao Chicken, and the prices are very affordable - $6 to $8 for the lunch special. It's definitely worth a try!
59Ptiyg5uppDz57VB3Vdpg	Phoenix_AZ AZ Chinese Restaurants 5_star	I would say this is the best Chinese food I've had so far in Phoenix area. Have eaten twice, though both times take out, when having dinner with friends who live close to the restaurant. The honey walnut prawns are really tasty, and my other favorite was their eggplant. So delicious! I wish they were not so far from where we live or I'd go back more often.
ZYNr3XW-5T2EzUSnLCu2Yw	Phoenix_AZ AZ Chinese Restaurants 5_star	Woohoo Chinese food! Found out about this place from neighbors. It's close enough to walk from my new condo. Great service. Once you step inside you get the feeling that you are in San Francisco for Chinese dining. We loved the walnut fried prawns and the chicken curry! This will be my new go-to place for Chinese food (dine in and take out). China Chili, I'm glad you're nearby.
5Vh8EtCE2RFBP9v8q4tprw	Phoenix_AZ AZ Chinese Restaurants 5_star	Great service and food was amazing. I got the Mongolian beef lunch special. The portion was enormous and I took half of it with me (cold Chinese food makes a great snack.) The Mongolian beef was perfectly spicy. The hot and sour soup was delicious as well... And they gave me a free refill on it too. My drink was never more than halfway empty and I felt like I was being treated like a king. I will definitely be going back.
yhhLGb9A08j4Cn9_1dU5LA	Phoenix_AZ AZ Chinese Restaurants 5_star	Great service, delicous food, wish I had found it sooner :)
S6NtxXeNSEgxxrywQx9vYQ	Phoenix_AZ AZ Chinese Restaurants 5_star	Temporal cooking at its best! I can't remember how many times I've ordered and the food was out before the water was... you definitely get a LOT of food for the price, and everything I have tried has been awesome.
LKS2IpQDiJ48tXCCIBFEVQ	Phoenix_AZ AZ Chinese Restaurants 5_star	Pretty good food. Shows up hot & fast and the service was some of the best I've had. Definitely worth a visit if you're in the area.
SoUiSFWXO71Zzzq4Z5eb3A	Phoenix_AZ AZ Chinese Restaurants 5_star	My husband grew up eating at this restaurant since he was young. From the staff to the food, there is nothing to complain about. We love so many different dishes here, but if we have to narrow it down to 3 it is... extra spicy orange chicken, salt and pepper calamari, and the Szechwan shrimp. The orange chicken is whole chicken breast that is breaded instead of little nuggets. You get more chicken than a ton of breading. The orange sauce is amazing, especially with some spice. The salt and pepper calamari.. may not seem all that exciting or exotic, but it is delicious! I love the favors the green onions and jalapeño with the salt and pepper. Our newest favorite dish is the Szechwan shrimp. It is different from what I had growing up. I don't like szechwan anything, so I would have never given this dish a second glance. Of course one day, my friend ordered it and I just about died! I know I am pretty optimistic with my reviews, but I mean it, this dish is delicious and weirdly refreshing. It has undertones of cilantro and it comes with cucumbers!
-QiqT0TrOnrzOZIZ7cWepA	Phoenix_AZ AZ Chinese Restaurants 5_star	Excellent service, you are always greeted at the door and never have to ask to a refill. Great Chinese food in general, comes out quick for those in a hurry. Also, I am more willing to drive across town just for their boiled wonton spicy peanut soup - phenomenal
ABPp9kvvvJd2QNUv3lN6HQ	Phoenix_AZ AZ Chinese Restaurants 5_star	He a group of six, all we very happy. We all ordered different items and appetizers and had to bring home food. Portions are large and service was great.
7t-BzkhZ10KfOWevMg9IMw	Phoenix_AZ AZ Chinese Restaurants 5_star	I've been hunting for a place like this since I moved to Phoenix in 98'. My wife and I ate here for lunch a couple of weeks ago. Nothing fancy on the inside or outside but the service and the food are great. My wife and I shared a plate of the Orange Chicken and a plate of the Mongolian Beef. They were both great! Within a minute of ordering, we had the egg drop soup in front of us. It wasn't the best I've ever had, but above average. You can't get better service either. Looking forward to going back!
cPb0CdhH-pOvcSr9TwIyrw	Phoenix_AZ AZ Chinese Restaurants 5_star	Best orange chicken! They use strips of chicken breast with a thin batter. The orange sauce has a tang to it. All-time favorite! I get take-out so I really can't rate the service but they are fast.
wk3v-EyEPx1j3TsNp1p7vg	Phoenix_AZ AZ Chinese Restaurants 5_star	Food exceeded expectations. Waitress was quietly attentive. We are discerning Chinese diners and will definitely come back. Spicy Hunan Tofu very nice!
mRotyErpPcNCmnUEc8QpPQ	Phoenix_AZ AZ Chinese Restaurants 5_star	I went here after seeing all the good reviews. It lives up to expetations. Kung pao chicken and mongolian beef were delicious. The staff was out quick and served quick. I'll certainly be back.
EyimZjdJU4ibFgNZXLaszw	Phoenix_AZ AZ Chinese Restaurants 5_star	Good authentic Chinese Food, just need to know what dishes to order and to ask for spicy or non spicy. Good Peking Duck, House Special Chow Mein and Tofu with Cha Sui. Very busy during lunch with downtown customers where they will seat you in a table to share with others. Service is always good and prompt with good prices. Pretty clean for a Chinese Restaurant, you will not be disappointed.
chQc-1eVt710ltXa8DrvCA	Phoenix_AZ AZ Chinese Restaurants 5_star	A truly authentic Chinese restaurant.The Boiled won tons are outstanding.We also ordered the Singapore noodles ,equally as good.The lettuce leaves are wonderful. In fact almost every dish is worthy of praise. Service is good. The wine list is fairly priced . Also worth mentioning, it is a kid friendly Restaurant.
pkgBSFhKpazRLbpkQg2FsQ	Phoenix_AZ AZ Chinese Restaurants 5_star	We love this place! When compared to the other places in Phoenix, China Chili is at the top. My favorite is the Black Pepper Sizzling Beef. Pork Imperial Sauce is also a favorite. Service is good and friendly.
fFgyDuMYyJFEXrhkGbtHIQ	Phoenix_AZ AZ Chinese Restaurants 5_star	This is one of my reviews that I struggled with writing, not because of the business...but because I didn't want anyone else to know. I must have put off this review for weeks as I enjoyed dish after dish of their delicious beef fried rice and spicy eggplant. The only thing that changed my mind and why I've decided to share this hidden gem is because they can handle the volume. Even on a Friday night where they had over 100 people in their sitting area, I called for a take out order and they said 15 minutes! Every other time I call it is usually 10 minutes, but to be totally slammed and only have the wait go up 5 minutes is amazing. So here are the dishes as I love em: - Beef fried rice, no peas, no carrots. I swear I could eat a whole order by myself, but my thighs would hate me in the morning. - Spicy eggplant...perfect mixture of tangy and spicy. Fell in love the first time I got it. - Honey walnut shrimp. Very good. I've tried various other dishes, had family over from Hong Kong and everyone can vouch for the authenticity of the taste. Do not hesitate about this place. The other reason I've decided to review this place is because I never want it to go out of business, I want to enjoy for years to come.
Nja6Rt47XH25IHskbzvZMQ	Phoenix_AZ AZ Chinese Restaurants 5_star	Love love love China Chili. We've been searching for a good Chinese food place for years ever since our old standby closed down and we've finally located a winner! My favorite is the Mongolian chicken, crab puffs, and fried rice. The service is prompt and the place is huge and comfortable. One of our new favorites!
OD4xoE9dzbn2hROY8CP_MA	Phoenix_AZ AZ Chinese Restaurants 5_star	I love this place! Wish my work was still close to it because I'd eat there at least once a week for lunch. Their lunch specials are so inexpensive! We're talking $5-$6 a plate which includes the entree, rice and a cup of soup. Can't get better than that. Their service during lunch is amazingly fast. That way if you only have an hour for lunch, you're in and out with time to spare. My most recent review is when 14 of my friends and I went to China Chili for dinner. We actually planned on going to Gallo Blanco but it was almost a 2 hour wait to accommodate our party. So off to China Chili we went and there was no wait to boot! We ordered the peking duck, mongolian beef, house chow mein, fried rice, walnut shrimp, peking pork chops, crispy noodles, ma po tofu...and really, that's all I can remember. Some of the guys also had beers and sake. I can't think of one dish that I did not like. This place does NOT disappoint. After stuffing our faces, we were delighted that our bill, plus tax and gratuity ended up being $10 a person. What a deal!!! I am a huge fan of China Chili!
_9_Jv7qihUosTkaVVzAC6w	Phoenix_AZ AZ Chinese Restaurants 5_star	You want great chinese food with good prices and service this place is the real deal!! Came here last night everything was on point from the food to service to prices would definetly recommend
DaAfOEgTrRdlcOQde8k_tw	Phoenix_AZ AZ Chinese Restaurants 5_star	Great Chinese Food! Real Chicken served fresh unlike the double fried chicken you get at most places. Highly recommend.
iTEQko8DeNv1O4dK8gtyow	Phoenix_AZ AZ Chinese Restaurants 5_star	Absolutely love this place! Try the orange chicken and the chicken corn chowder soup... It's amazing!
LVI7ZLBZf5paXI8ARc_-YA	Phoenix_AZ AZ Chinese Restaurants 5_star	This was one of the best Chinese Restaurant experiences I've ever had...everything was delicious...there were dishes there I've never seen offered before. This was my first time there but will definitely eat here again when in Phoenix!
hbpD5j1ipqqgDrJt5YBKiQ	Phoenix_AZ AZ Chinese Restaurants 5_star	This is my go to spot for Chinese food. It's always fresh and yummy. I typically get the orange chicken with rice. The chicken is white breast meat and not prepared the typical deep fried way. Also their soups are good. Everything is always great and super fast takeout!
K0bMhldoyz-v6w74GM0KmQ	Phoenix_AZ AZ Chinese Restaurants 5_star	I've been coming here for years and it's always a must stop when I'm visiting family in Arizona. The House Special Chicken is one of my all time favorite dishes and it always tastes the same. No corners being cut at this place. I love China Chili. Seriously, I LOVE China Chili!
1uJ-ZvJHUoxoED6-De8L5Q	Phoenix_AZ AZ Chinese Restaurants 5_star	The lunch menu is all 7.95. The Kung pao dishes are all great. service is top level. Awesome and consistent food top to bottom on the menu. I come here every year with my wife from Alaska. This is one of our mandatory stops while in Phoenix.
QKarIslmhAmmplepGGl-HQ	Phoenix_AZ AZ Chinese Restaurants 5_star	My favorite is the orange chicken! It's quick & inexpensive... with a far higher quality then you might expect judging from the price!
mZBt99BKuvMydrg57nHtSA	Phoenix_AZ AZ Chinese Restaurants 5_star	Best egg roles.
JYULw_PiDMbgf4z4KX6BOA	Phoenix_AZ AZ Chinese Restaurants 5_star	Fresh, fast, reasonably priced, and flavorful! No complaints and would recommend to anyone!
QoVxI9kU6B1SLNfiMuMjJA	Phoenix_AZ AZ Chinese Restaurants 5_star	Best Chinese in Phoenix hands down. The hot and spicy prawns are a must and so are the house chow fun noodles.
mKCR_mC5GtNTdxDsty8Mzg	Phoenix_AZ AZ Chinese Restaurants 5_star	We tried China Chili for the first time this past Monday with my family, after hearing about it from friends and family for a long time. The place did not disappoint. It is clean, spacious, and nicer than some of the other Chinese food dives that we love to frequent. The service was fast and attentive. We ordered the following: West Lake soup, honey walnut prawns, beef chow fun (dry), sesame chicken, mongolian beef, house fried rice, garlic green beans with tofu and Peking pork chop. Our favorite restaurant is Hong Kong Dining on 24th St and Indian School, but China Chili has some dishes that surpass them. The West Lake soup was good, not too thick with good flavor. I thought the garlic green beans were top notch, as were the honey walnut prawns. Those three dishes I would come back for any day. The sesame chicken was ok -- it was sliced chicken with sesame sauce poured over it. I prefer the more Americanized version where individual pieces of chicken are deep fried in a sesame sauce. I would say the same of the Peking pork chop -- I prefer the dish made by Hong Kong Dining. CC's seemed to have too much sauce that was maybe a little too sweet. All in all a gem of a Chinese restaurant that we will definitely frequent when we are on that side of town!
SEo27gJ1JB2EZGw3psnJfA	Phoenix_AZ AZ Hobby_Shops Comic_Books Shopping Books,_Mags,_Music_&_Video 5_star	I would like to respond to Jetta's description below. I like AABC for all the reasons he doesn't like them. Yes, they may only sell comics and toys but they do that better than anyone else. It's about quality not quantity. He asked how they stay in business when there are so many comic stores in the valley. The truth is the other stores are garbage. Read on (1) They don't pilfer through the comics before putting them on the shelves. The owner even unloads the comics from the boxes right in front of you and lays them out on a glass table. So if you are guy who is trying to acquire that CGI 10.0, you will have a chance at this store. At Atomic Comics and the other stores, they go through the comics before the store opens and selectively remove the comics in the very best condition for their employees. (2) They leave the comics on the shelves longer. They are not greedy. They don't pull a comic off a shelf and mark it up a $1-$2 a week to two weeks later. They only do this if a comic is ridiculously hot which is rare. It's nice to know that you can find a comic a month after it arrived on the market selling at cover price. There is not another comic store in Phoenix that does this. Take my word for it. I've been to everyone and they pull them off the shelves quickly (3) They don't stuff their shelves and the comics are in great condition. I have been to every comics store in the valley and AABC is the only store in which the comics are consistently in great conditions on the shelves. You will not see bent corners. You won't see shelves being overly stuffed so that the first few issues and the last few issues in a stack are damaged. (4) Inventory- If its not at AABC, I go to the internet because it's not going to be at any other store in the valley. I have too many stories of walking into other comic stores and requesting an issue and they are out or don't have it only to find 2 or 3 copies at AABC. (5) Sales: there is not another store in the valley that gives you 25% of everything in the store on Jan 1st and July 4th every year. That includes the high priced collectors items like Incredible Hulk 181. They also have a graphic novel punch card much like a Subways sandwhich card. (6) Service: It has a mom and pop feel so you get to know the actual owners of the store. The employees actually work and are helpful if you ask questions. They are not just standing around chatting with each other like you find at Atomic Comics. They are also humble and are not condescending. This is a great place for collectors and readers of all experience. They are also not pushy. They don't push any comics on people. I love how you can stare at comics for 45 min in peace without someone hassling you or making you feel guilty. They will help if you need it but they will leave you alone. (7) Ambience: I feel like I'm walking into a Comic store not a Nine Inch Nails museum. It's colorful, clean, organized and easy to navigate. it doesn't look like some cheap strip mall store like Heroes or god forbid Stalking Moon in which it seems like some Geek bough a collection on Ebay and decided to pay rent next to some Chinese buffet and open a comics store. (8) JUST COMICS: This is exactly why I come here. I was at Atomic Comics in Chandler and I couldn't even check out some comics because the shelf was being blocked by a card table. (9) Clientele: Look, I'm not a typical comic collectors. I don't wear tight black shirts, I have no facial hair or piercings, I'm not up to date on all the independent "alternative" comics, I love Marvel and DC. I can't stand "Goth." Yeah, I'm a regular guy who also happens to like comics. If you are one of these people, you will feel comfortable here. If you haven't read comics in ages and just wanna check out the scene, this is your place (10) KNOWLEDGE: The employees are educated about comics but are not pretentious. Phil is a comics' genius but he isn't intimidating. Eddie is very up-to-date on all the latest indie stuff but he will tell you honestly what he thinks about an issue and if a series is worth collecting. No pushy sales people To show that I'm not the owner and to be fair, I do think their prices can be steep and I don't always think their older items are accurately described. I also think they can charge too much for variant issues when they first arrive. Their toy prices are pretty fair and you can get steals in this
V_fugKf7dVcrU7Ag3ouTQQ	Phoenix_AZ AZ Asian_Fusion Italian Japanese Restaurants 5_star	You know how everyone has that go-to place to take visiting friends and other out-of-town guests...this is mine. I've taken my sister and her boyfriend, my cousin and her boyfriend, several other couples, and they've always LOVED this restaurant. Located in an unassuming little stripmall on Camelback (because creative contemporary architecture no longer exists in Arizona), the Cherry Blossom Noodle Cafe is so tucked away, you'd never know it existed. Even if you did, you'd never know it was so damn good. Any how, a friend introduced me, and I am in love with this place for the following reasons: 1. QUALITY. The food is ALWAYS excellent. I've never had anything bad here and it's always fresh and tasty. 2. VARIETY. My boyfriend and I love this place because he can get REAL Chinese and I don't have to eat forture cookies and water. The theme is noodles, so we encompass all Asian varieties and Italian as well. They also have other Asian options such as a Japanese bento-box, sushi, edemame, etc. It's weird that they come to your table with bread and they latter on you're eating tempura...but that's the appeal. Great desserts too! 3. AMBIANCE. I always describe it as Tokyo Disneyland. It's like a Japanese take on European provincial. There's a nice brick facade inside, nice fixtures, big, solid-hunk-of wood rustic tables, filagree metal light fixtures, etc. It's just pleasant and romantic. 4. STAFF They've got that perky-Japanese thing down, even the non-Asian wait staff. They're always smiling and helpful. The girls are cute and perky. They're always just really nice people. So, come to the Cherry Blossom. You can bring out-of-town friends and maybe convince them that that Valley isn't all Mexican or big-box/chain places. BTW, since the place is small and intimate, small double-dating size groups are good, but this is no place for massive groups.
amnYIjNw7QIILbppwFgApw	Phoenix_AZ AZ Asian_Fusion Italian Japanese Restaurants 5_star	The tempura orange roughy has ruined me on all other food. It was possibly the most delicious thing I have ever had. The coating was crunchy, but not rough and the sauce it came in was rich and delicious! My husband is constantly dragging me to Chinese places that serve mediocre noddle dishes with so much salt, I can barely finish them, but this was a pleasant surprise! The atmosphere was lovely and the green tea ice cream was amazing! Cannot wait to go back. Oh yeah, it's incredibly reasonable for the food your getting. We couldn't believe how little we paid for such fantastic food!
jPW2dGZnzxTVh3Y_6xoIAg	Phoenix_AZ AZ Asian_Fusion Italian Japanese Restaurants 5_star	One of my all-time favorite places. What other Asian restaurants serves you bread (super yummy bread I might add) at the beginning of the meal? The menu features Thai, Japanese, Chinese, Vietnamese and Italian.... yes that's right, Italian dishes. I've never had any of the Italian items but friends of mine say they're delicious. I honestly have never had a bad meal or bad service there. Lots of tofu and veg-head selections, plus fabulous sushi, noodle bowls and rice dishes. The lunch time Bento box specials are a must--tons of food, great price.
EnrLzpf2ew4XCRul5GKSbQ	Phoenix_AZ AZ Buffets Chinese Restaurants 5_star	Cant believe its a 2.5 average. I work around central and Indian School and this is THE Chinese buffet for everyone here. Plenty of selection and its always good. The servers are polite and its cheap. Think its around 7 bucks. They recently renovated and its much nicer inside. I have been there a ton of times and never been unsatisfied. If someone has a Chinese buffet that beats it out on price and quality in this area please do tell!
Ek7FQA0MOzA6biI29CKENA	Phoenix_AZ AZ Buffets Chinese Restaurants 5_star	I've been going here steadily for the last 10 years and it's by far the best chinese buffet in the valley. They've got tons of fresh sushi and any kind of food you want. The spicy chicken and sweet shrimp are my favorites. The place has been completely overhauled as of the last months and it's never looked better. The owners are always on site, and if you want a specific kind of roll/sashimi/nigiri they're very happy to accomodate you.
FTgAbptYvfQ2cx4Utnm_wQ	Phoenix_AZ AZ American_(Traditional) Chinese Restaurants 5_star	Growing up in Phoenix, I have always eyed Long Wong's while in the family car. "Is it Chinese food?" No. My friend had taken me there yesterday for lunch. She had claimed these are the best wings ever and I was a bit skeptical. I mean, what can be better than Buffalo Wild Wings? I had ordered the Honey-Hot and my friend got Medium. Upon first bite, it was pure bliss! The wings were deep-fried perfectly and the sauce had me burning up with a sweet after-taste. This is by far the best place for wings! If only they'd kick out annoying high school brats... XD!
u_pu6nD2L9Muje-ItgrP4g	Phoenix_AZ AZ American_(Traditional) Chinese Restaurants 5_star	Growing up in Phoenix this was THE place to go to get wings! Before their redecorating back in 09' it was very "cozy" and very "loud" (I'm saddened to see it "toned down" after the redecoration) on the outside. This is THE place to go for a great deal on wings. 12 for $5? 50 for $24? Hell yeah man! They deep-fry them perfectly - they're still juicy in the middle; the mild, medium, hot, suicide, teriyaki, bbq, honey hot, is really delicious. My family and I love mixing up the teriyaki and medium sauce to give it a great sweet/hot/tangy flavor. When I moved to Tempe, I missed the place; and the other ones - Mill (even though they closed, I still tried them)? Scottsdale? Mesa? Uh, no. Nowhere NEAR as fantastic as compared to the first and original Long Wongs in Phoenix, AZ. I've even ate at the Long Wongs Bars and Grills - the prices were too much for me, 6 for $5? No thanks. I love it as they also take your food to your seats, but always remember to clean up after yourselves! The trash can is the huge Hippo statue by the door ;) The staff and owners are really awesome and sweet, I love playing Pinball and the old retro 80's arcade games while waiting for my food. The second best Long Wongs I would have to give props to is the one on Indian School Rd - we found this other gem while the original Long Wongs was still remodeling (and they had given a list of other locations).
Xskd0SigaDiHoRxYjw8hyw	Phoenix_AZ AZ American_(Traditional) Chinese Restaurants 5_star	No, the "quaint" building on Thomas doesn't look like a 5 star restaurant, but they've got the best wings I've found in Phoenix. By far. Oregano's, Buffalo Wild Wings, none of them compare with the greasy, spicy, juicy perfection of Long Wong's wings. And they've got great prices. My family of 4 will frequently order the bucket of 72 wings, for only $32.52. For those of you who are curious, that's only 45 cents a wing! Every day of the week! We love the Hot and Honey Hot in particular, but all are delicious. Although, the BBQ and Garlic Parmesan are a little too sauce-y for me. Some others have criticized the service; I've never had a problem. That being said, they do seem to have a limited staff. Every time I've gone the same man and woman have been managing the restaurant. It does get crowded around dinner time and there isn't really a clear system of lines for those who are picking up and those who are ordering. Also, when they're busy you may not be able to call ahead. Superbowl Sunday the phones were constantly busy so I ended up having to go in and order there, then wait. But overall I've found the service to be just fine and the staff to be pleasant. Not a place for a romantic dinner, but if you wanna see how comfortable you really are with your SO, take them here and watch each other stuff your faces with wing-goodness. Yum
8lIiAsnoI7d6rwPZU-Gp0Q	Phoenix_AZ AZ American_(Traditional) Chinese Restaurants 5_star	The original. The best. The undisputed CHAMP of burgers, wings and all things in between in Phoenix. Ron has been serving it up for 30 years. He's from Buffalo - he knows wings. Everything else - the burgers, the dogs, and even the Indian Fry Bread - are fantastic. Have only $5 for lunch? Ron's got you covered with the Fat Ass Special. PERFECT to watch football and basketball games in. Great local family crowd. Do NOT settle for imitations - make the trip to the ORIGINAL Long Wong's at 28th St. & Thomas!
